,SEXO,EDAD,CH07,CH15,NIVEL_ED,ESTADO,AM01,V1,V2,V3,IX_TOT,ESTRATO_HOGAR,IPCF
1981,2,68,4,1,6,3,2,2,1,2,4,3,327.5
1982,2,74,1,3,6,3,2,2,1,2,2,2,2250.0
1983,1,68,1,1,4,3,1,2,1,2,2,2,2250.0
1984,2,62,5,1,3,3,2,1,1,2,4,3,3750.0
1985,1,60,2,4,4,1,2,1,2,2,4,3,1500.0
1986,2,73,3,2,2,1,1,1,1,2,2,3,1000.0
1987,2,66,4,1,2,3,1,1,1,2,2,3,4350.0
1988,1,67,4,1,1,3,1,2,1,2,1,1,1600.0
1989,2,62,4,1,2,1,2,1,2,2,4,3,1438.75
1990,2,74,4,1,2,3,2,1,2,2,5,3,1080.0
1991,1,75,3,4,2,3,2,2,1,2,1,1,3000.0
1992,1,83,4,1,1,3,1,1,1,2,7,3,717.1428833007812
1993,2,66,4,1,1,3,1,1,1,2,5,3,3220.0
1994,1,72,2,2,6,3,2,2,1,2,2,2,11500.0
1995,2,84,4,2,2,3,2,2,1,2,2,3,3400.0
1996,2,70,2,2,4,3,1,2,1,2,2,2,11500.0
1997,1,66,2,1,3,3,2,2,1,2,3,3,2500.0
1998,2,65,2,1,6,3,1,2,1,2,3,3,2500.0
1999,1,63,2,3,2,1,2,1,2,2,3,3,4733.33349609375
2000,2,67,3,1,2,3,2,1,1,2,7,3,568.5714111328125
2001,2,62,1,3,2,1,1,1,2,2,6,3,2383.333251953125
2002,1,64,2,2,2,3,1,2,1,2,2,2,1500.0
2003,2,62,2,2,3,3,1,2,1,2,2,2,1500.0
2004,2,78,4,1,7,3,1,1,1,2,3,3,733.3333129882812
2005,2,68,4,1,3,3,2,2,1,2,1,1,1600.0
2006,2,60,2,2,6,3,2,1,2,2,2,3,1000.0
2007,1,60,1,1,6,1,2,1,2,2,3,3,3266.666748046875
2008,2,64,2,5,4,3,2,1,1,2,2,2,7500.0
2009,2,61,1,1,1,1,1,1,2,2,2,3,1480.0
2010,1,67,2,3,4,1,2,1,1,2,2,2,7500.0
2011,1,69,5,1,7,3,1,1,1,2,7,3,1462.857177734375
2012,2,63,5,1,1,3,1,1,1,2,5,3,1700.0
2013,2,76,4,1,2,3,1,2,1,2,2,3,1125.0
2014,1,72,5,2,1,3,2,2,2,2,1,1,1600.0
2015,1,78,4,2,2,3,1,2,1,2,1,1,1960.0
2016,1,70,4,3,2,3,1,1,1,2,6,3,1333.3333740234375
2017,1,64,2,1,4,2,1,2,1,2,2,2,2100.0
2018,2,72,2,1,1,3,1,1,1,2,7,3,1462.857177734375
2019,1,82,2,2,7,3,1,1,1,2,7,3,1462.857177734375
2020,2,60,2,2,2,3,1,2,1,2,2,2,2100.0
2021,1,76,4,3,1,3,2,1,1,2,3,3,2500.0
2022,2,76,4,1,4,3,2,2,1,2,1,1,2500.0
2023,2,80,4,1,1,3,2,2,1,2,1,1,1850.0
2024,2,61,4,1,2,1,1,1,1,2,6,3,875.0
2025,2,72,4,2,2,3,1,1,1,2,5,3,580.0
2026,2,73,1,2,7,3,1,2,1,2,2,2,650.0
2027,2,64,3,2,2,3,2,1,1,2,3,3,2500.0
2028,1,68,1,2,2,3,2,2,1,2,2,2,650.0
2029,1,66,2,1,2,3,1,1,1,2,10,3,380.0
2030,1,60,5,1,2,3,2,2,1,2,1,1,2300.0
2031,1,82,2,2,2,3,1,2,1,2,2,2,1600.0
2032,2,79,2,2,1,3,1,2,1,2,2,2,1600.0
2033,2,63,2,2,2,3,1,1,1,2,4,3,2300.0
2034,1,65,2,1,6,3,2,2,1,2,2,2,4250.0
2035,2,64,2,2,1,3,2,1,1,2,5,3,1430.0
2036,1,68,2,2,4,3,2,1,1,2,4,3,2300.0
2037,2,60,2,1,4,3,1,1,2,2,6,3,1416.6666259765625
2038,2,60,2,1,6,3,2,2,1,2,2,2,4250.0
2039,2,84,5,1,2,3,2,2,1,2,1,1,3000.0
2040,1,73,5,3,1,3,2,1,1,2,3,3,1466.6666259765625
2041,2,63,5,2,2,1,1,1,1,2,7,3,1235.7142333984375
2042,1,69,2,3,2,1,1,1,1,2,2,2,2000.0
2043,1,67,5,2,1,3,2,1,1,2,3,3,1666.6666259765625
2044,2,68,2,3,4,3,1,1,1,2,2,2,2000.0
2045,1,74,5,4,1,3,1,2,1,2,1,1,3500.0
2046,1,63,3,2,2,1,2,1,2,2,1,1,3000.0
2047,1,61,4,1,7,1,2,1,1,2,3,3,1703.3333740234375
2048,1,68,2,3,1,3,2,2,1,2,2,2,1500.0
2049,1,64,3,1,1,1,2,1,1,2,1,1,2500.0
2050,2,67,2,2,1,3,1,2,1,2,2,2,1500.0
2051,1,60,2,1,4,1,2,1,1,2,5,3,3440.0
2052,2,79,4,3,2,3,1,1,1,2,5,3,3440.0
2053,2,66,1,1,1,3,2,1,1,2,5,3,1300.0
2054,2,68,2,2,1,3,2,2,1,2,2,2,2225.0
2055,1,80,2,3,1,3,1,2,1,2,2,2,2225.0
2056,2,66,5,1,2,3,1,2,1,2,1,1,7000.0
2057,2,60,2,1,1,3,2,1,2,2,5,3,1640.0
2058,2,64,4,2,7,3,1,2,1,2,1,1,1800.0
2059,1,63,2,1,4,1,2,1,2,2,3,3,1000.0
2060,2,77,2,1,4,3,2,1,1,2,3,3,2216.666748046875
2061,2,69,2,1,1,3,1,1,1,2,9,3,866.6666870117188
2062,1,63,2,2,2,3,2,2,1,2,4,3,975.0
2063,2,60,2,2,3,3,2,2,1,2,4,3,975.0
2064,1,74,2,1,1,3,1,1,1,2,9,3,866.6666870117188
2065,2,66,3,3,3,3,1,2,1,2,1,1,1600.0
2066,2,79,3,2,2,3,2,2,1,2,1,1,2437.0
2067,2,76,2,1,2,3,1,2,1,2,2,2,1650.0
2068,1,79,2,1,2,3,1,2,1,2,2,2,1650.0
2069,2,66,4,1,2,3,1,2,1,2,1,1,1800.0
2070,1,87,2,2,4,3,2,1,1,2,4,2,1550.0
2071,2,60,2,1,6,3,2,1,1,2,4,2,1550.0
2072,1,65,2,1,2,1,2,1,1,2,4,2,1550.0
2073,2,87,2,1,2,3,2,1,1,2,4,2,1550.0
2074,1,60,5,2,1,3,1,2,1,2,1,1,1800.0
2075,2,63,5,1,2,3,1,1,1,2,3,3,3366.666748046875
2076,2,64,5,2,1,3,1,2,1,2,2,2,2410.0
2077,2,63,4,2,2,3,2,2,1,2,2,2,2410.0
2078,2,90,4,5,1,3,1,1,1,2,2,3,8250.0
2079,2,62,3,1,4,3,1,1,2,2,2,3,2000.0
2080,2,74,4,1,1,3,1,1,1,2,2,3,750.0
2081,1,64,1,1,4,1,2,1,2,2,3,3,4300.0
2082,2,75,4,1,6,3,1,1,1,2,2,3,11650.0
2083,1,61,1,2,2,1,2,1,1,2,3,3,2866.666748046875
2084,1,78,2,1,1,3,1,1,1,2,6,3,1500.0
2085,1,63,2,1,2,1,2,1,1,2,2,2,1700.0
2086,2,70,2,2,2,3,2,1,1,2,2,2,1700.0
2087,2,85,4,2,2,3,1,1,1,2,2,3,2315.5
2088,1,66,2,1,2,3,2,2,1,2,2,2,5200.0
2089,2,79,4,2,1,3,2,1,1,2,4,3,900.0
2090,2,72,2,1,6,3,1,2,1,2,2,2,5200.0
2091,2,61,2,1,2,1,2,1,1,2,4,3,900.0
2092,1,63,2,2,7,3,1,1,1,2,8,3,456.25
2093,2,77,4,2,7,3,1,1,1,2,2,3,1500.0
2094,2,64,2,3,5,3,1,1,2,2,2,2,4000.0
2095,1,64,2,3,6,1,2,1,2,2,2,2,4000.0
2096,2,62,2,3,1,3,1,2,1,2,2,2,1525.0
2097,2,74,5,2,1,3,1,2,1,2,1,1,1600.0
2098,2,84,4,1,1,3,1,1,1,2,3,3,733.3333129882812
2099,1,69,2,1,2,3,2,1,1,2,4,3,6100.0
2100,2,62,2,1,4,1,2,1,1,2,4,3,6100.0
2101,2,68,2,1,2,3,1,2,1,2,2,2,1600.0
2102,1,72,2,1,4,3,2,2,1,2,2,2,1600.0
2103,1,68,5,1,3,1,2,1,2,2,3,3,5100.0
2104,2,69,4,1,4,3,1,2,1,2,1,1,3800.0
2105,2,61,3,1,4,1,1,1,2,2,2,3,4850.0
2106,1,77,5,1,2,1,2,1,1,2,4,3,1635.0
2107,2,62,2,1,2,3,1,1,2,2,3,3,0.0
2108,1,63,2,1,3,2,2,1,2,2,3,3,0.0
2109,1,64,5,1,2,3,2,2,1,2,1,1,1800.0
2110,2,72,4,1,2,3,2,1,1,2,5,3,1480.0
2111,2,61,2,2,1,1,2,1,1,2,2,2,3400.0
2112,1,72,2,2,1,3,2,1,1,2,2,2,3400.0
2113,1,72,4,1,2,3,1,1,1,2,5,3,1340.0
2114,1,73,2,2,2,3,1,2,1,2,2,2,1300.0
2115,2,65,2,1,2,3,1,2,1,2,2,2,1300.0
2116,2,63,4,2,2,3,2,2,1,2,1,1,3200.0
2117,1,72,2,2,4,3,2,2,1,2,2,3,2500.0
2118,1,84,5,2,1,1,2,1,1,2,2,2,2357.0
2119,2,66,2,1,1,3,2,2,1,2,2,2,1815.0
2120,2,88,4,2,1,3,1,2,1,2,1,1,3100.0
2121,2,87,4,1,2,3,2,2,1,2,1,1,3000.0
2122,1,81,4,2,2,1,2,1,1,2,1,1,5330.0
2123,1,61,3,1,3,1,1,1,2,2,2,3,5700.0
2124,1,64,2,1,2,3,2,1,1,2,4,3,2227.5
2125,2,68,4,2,1,3,2,2,1,2,3,3,800.0
2126,2,61,4,1,1,3,1,1,1,2,2,3,2295.0
2127,2,88,4,1,1,3,2,1,1,2,8,3,1862.5
2128,1,86,4,3,1,3,1,2,1,2,1,1,1680.0
2129,2,64,2,1,2,3,1,1,1,2,4,3,2687.5
2130,1,70,2,1,2,3,2,1,1,2,4,3,2687.5
2131,2,64,2,1,4,3,2,1,1,2,3,3,1683.3333740234375
2132,2,66,2,2,2,1,1,1,1,2,3,3,1866.6666259765625
2133,1,63,2,1,2,3,1,1,1,2,3,3,1683.3333740234375
2134,1,67,2,2,2,1,1,1,1,2,3,3,1866.6666259765625
2135,2,67,2,2,1,3,1,1,1,2,3,3,9966.6669921875
2136,1,71,2,2,1,1,1,1,1,2,3,3,9966.6669921875
2137,2,61,1,2,7,3,1,1,1,2,3,3,1033.3333740234377
2138,1,60,1,2,2,3,1,1,1,2,3,3,1033.3333740234377
2139,2,68,2,3,2,1,1,1,1,2,2,3,4450.0
2140,1,73,2,1,3,3,2,1,1,2,3,3,836.3333129882812
2141,2,61,2,2,2,1,1,1,1,2,3,3,836.3333129882812
2142,1,64,4,1,2,1,2,1,2,2,10,3,780.0
2143,2,73,4,3,1,3,2,2,1,2,1,1,1700.0
2144,1,60,2,1,3,1,2,1,2,2,3,3,666.6666870117188
2145,2,74,5,2,1,3,2,2,1,2,1,1,2100.0
2146,2,73,5,3,6,3,1,2,1,2,5,3,300.0
2147,1,64,3,1,2,3,1,1,1,2,2,3,1050.0
2148,1,80,2,1,2,3,2,2,1,2,2,2,1600.0
2149,2,78,2,1,2,3,2,2,1,2,2,2,1600.0
2150,2,68,2,1,2,1,1,1,1,2,2,2,1800.0
2151,1,68,2,1,2,3,2,1,1,2,2,2,1800.0
2152,2,75,2,1,1,3,1,2,1,2,5,3,2660.0
2153,1,78,2,1,2,3,2,2,1,2,5,3,2660.0
2154,1,60,3,1,3,1,2,1,2,2,1,1,5000.0
2155,1,78,4,1,1,3,1,1,1,2,2,3,3075.0
2156,2,66,4,3,2,3,2,1,1,2,3,3,2866.666748046875
2157,2,61,2,1,2,1,2,1,2,2,2,3,700.0
2158,1,61,2,1,1,3,2,1,1,2,3,3,1066.6666259765623
2159,2,66,2,1,1,3,1,1,1,2,3,3,1066.6666259765623
2160,1,61,2,1,3,1,2,1,2,2,3,3,1800.0
2161,2,61,1,1,3,1,1,1,1,2,4,3,970.0
2162,1,88,4,2,7,3,1,2,1,2,1,1,1300.0
2163,2,61,2,1,5,3,2,1,1,2,3,3,5866.66650390625
2164,2,69,5,3,7,3,1,2,1,2,1,1,1500.0
2165,1,60,2,1,6,1,2,1,1,2,3,3,5866.66650390625
2166,2,69,4,2,6,3,1,1,1,2,3,3,3153.333251953125
2167,1,75,5,1,2,3,1,2,1,2,1,1,1650.0
2168,2,64,3,1,4,3,2,2,1,2,1,1,5700.0
2169,2,63,4,1,2,3,1,1,2,2,3,3,3.0
2170,1,65,5,1,2,3,1,1,2,2,3,3,3.0
2171,2,75,2,1,2,3,1,2,1,2,2,2,2350.0
2172,2,65,3,3,1,3,2,1,1,2,2,3,800.0
2173,1,82,2,1,2,3,1,2,1,2,2,2,2350.0
2174,1,67,5,3,3,1,2,1,1,2,1,1,7768.0
2175,1,64,3,3,4,3,1,2,2,2,1,1,500.0
2176,2,60,2,2,2,3,2,1,1,2,8,3,800.0
2177,1,66,2,1,2,1,1,1,1,2,8,3,800.0
2178,2,86,4,1,2,3,2,2,1,2,1,1,1900.0
2179,1,65,2,1,7,1,2,1,1,2,2,2,1300.0
2180,2,65,2,3,1,3,1,1,1,2,2,2,1300.0
2181,2,69,2,1,4,1,1,1,1,2,2,2,3452.5
2182,1,73,2,1,2,1,1,1,1,2,2,2,3452.5
2183,2,67,4,1,1,3,1,1,1,2,5,3,1192.0
2184,2,71,3,3,4,3,2,2,1,2,1,1,2775.0
2185,1,66,5,1,1,3,1,2,1,2,1,1,1200.0
2186,2,96,4,4,1,3,1,2,1,2,1,1,2300.0
2187,2,87,4,3,6,3,2,2,1,2,1,1,1850.0
2188,1,71,2,1,3,3,1,1,1,2,4,3,1275.0
2189,1,61,2,3,2,1,2,1,1,2,5,3,1643.199951171875
2190,2,67,5,1,2,1,1,1,1,2,4,3,1275.0
2191,2,74,4,2,6,3,1,2,1,2,1,1,1500.0
2192,1,60,2,3,1,1,1,1,2,2,4,3,375.0
2193,2,61,2,1,2,3,2,1,2,2,2,3,1800.0
2194,1,82,3,1,2,3,1,2,1,2,1,1,1600.0
2195,1,73,5,1,3,3,2,2,1,2,1,1,1900.0
2196,2,83,4,2,2,3,2,1,1,2,2,2,2550.0
2197,1,60,5,2,1,1,2,1,1,2,2,2,2550.0
2198,2,85,3,2,1,3,1,2,1,2,1,1,2140.0
2199,1,65,2,1,2,1,1,1,2,2,10,3,480.0
2200,1,61,2,2,2,1,2,1,2,2,3,3,3500.0
2201,2,67,2,1,2,3,2,2,1,2,3,3,1883.3333740234373
2202,1,70,2,2,2,3,1,2,1,2,3,3,1883.3333740234373
2203,2,83,4,2,1,1,2,1,1,2,1,1,2950.0
2204,1,67,2,2,2,3,1,1,1,2,3,3,3033.333251953125
2205,1,61,4,1,2,1,1,1,2,2,1,1,2000.0
2206,1,68,3,1,2,3,2,1,1,2,6,3,910.0
2207,1,84,4,1,1,3,2,1,1,2,5,3,1500.0
2208,2,61,2,1,4,3,2,1,1,2,2,2,4625.0
2209,1,63,2,4,6,1,2,1,1,2,2,2,4625.0
2210,1,76,5,3,1,3,1,2,1,2,1,1,1500.0
2211,1,64,2,5,2,1,1,1,2,2,4,3,2750.0
2212,1,81,4,1,3,3,1,1,1,2,2,3,4200.0
2213,2,66,4,2,1,3,1,1,1,2,7,3,2080.0
2214,2,73,4,2,1,3,1,1,1,2,2,3,2800.0
2215,2,71,3,1,7,3,1,1,1,2,3,3,2866.666748046875
2216,1,79,1,1,2,3,1,2,1,2,3,3,1500.0
2217,2,73,1,1,1,3,1,2,1,2,3,3,1500.0
2218,1,63,3,1,3,1,2,1,2,2,1,1,8000.0
2219,2,68,5,1,2,3,1,2,1,2,1,1,1600.0
2220,2,69,4,4,2,3,1,2,1,2,1,1,1500.0
2221,2,89,4,1,2,3,1,2,1,2,1,1,1500.0
2222,1,70,4,1,1,3,1,1,1,2,5,3,2535.0
2223,1,60,1,3,2,1,1,1,2,2,4,3,600.0
2224,1,70,5,1,6,1,2,1,2,2,1,1,1600.0
2225,2,73,2,5,6,3,2,2,1,2,2,2,3450.0
2226,1,86,2,1,6,3,1,2,1,2,2,2,3450.0
2227,2,84,2,2,2,3,1,2,1,2,2,2,2250.0
2228,1,83,2,1,2,3,1,2,1,2,2,2,2250.0
2229,1,62,2,1,1,1,2,1,1,2,3,3,3683.333251953125
2230,2,61,2,1,1,3,2,1,1,2,3,3,3683.333251953125
2231,2,61,3,1,3,3,1,1,1,2,2,3,3000.0
2232,1,61,1,2,3,1,1,1,2,2,3,3,1550.0
2233,2,79,4,3,1,3,1,2,1,2,1,1,3000.0
2234,1,67,2,1,2,2,1,1,1,2,2,2,950.0
2235,2,66,2,1,4,3,2,1,1,2,2,2,950.0
2236,2,63,3,1,2,3,2,2,1,2,2,3,900.0
2237,2,69,3,2,2,3,1,1,1,2,2,3,4200.0
2238,2,64,2,1,4,3,2,2,1,2,2,3,3500.0
2239,2,61,5,3,1,1,2,1,2,2,1,1,6000.0
2240,1,67,4,2,2,3,1,1,1,2,2,3,1920.0
2241,2,63,4,3,3,3,1,1,1,2,2,3,3150.0
2242,2,89,4,3,2,3,1,1,1,2,3,3,2093.333251953125
2243,1,65,5,1,2,3,1,1,1,2,6,3,950.0
2244,2,75,4,3,2,3,1,1,1,2,2,3,2700.0
2245,1,65,2,2,2,1,1,1,1,2,5,3,1342.0
2246,2,61,2,2,2,3,1,1,1,2,5,3,1342.0
2247,2,74,4,1,1,3,1,2,1,2,1,1,1400.0
2248,2,76,2,3,1,3,1,1,1,2,3,3,1233.3333740234375
2249,1,78,2,3,1,3,1,1,1,2,3,3,1233.3333740234375
2250,2,75,4,3,4,3,1,2,1,2,1,1,3000.0
2251,1,73,4,1,2,1,2,1,1,2,3,3,1800.0
2252,2,67,4,1,2,3,2,1,1,2,4,3,1775.0
2253,2,60,5,1,2,1,2,1,2,2,1,1,6000.0
2254,2,61,2,3,6,3,2,1,2,2,2,2,6000.0
2255,1,62,2,1,6,1,2,1,2,2,2,2,6000.0
2256,1,77,2,2,4,3,1,1,1,2,3,3,3900.0
2257,2,74,2,2,4,3,1,1,1,2,3,3,3900.0
2258,1,62,2,3,6,1,2,1,2,2,3,3,6233.33349609375
2259,1,64,2,1,7,3,1,2,2,2,2,3,0.0
2260,2,63,2,1,4,3,1,1,1,2,4,3,3525.0
2261,1,65,2,1,4,3,1,1,1,2,4,3,3525.0
2262,1,67,1,1,2,3,1,1,1,2,3,3,633.3333129882812
2263,2,62,2,1,1,1,1,1,1,2,2,2,1555.0
2264,1,68,2,1,1,3,1,1,1,2,2,2,1555.0
2265,1,65,1,3,1,1,1,1,1,2,2,2,1600.0
2266,2,64,1,3,1,3,2,1,1,2,2,2,1600.0
2267,1,65,1,2,4,3,1,2,1,2,2,3,8000.0
2268,2,76,4,1,3,3,1,2,1,2,1,1,4500.0
2269,1,60,2,1,5,1,2,1,2,2,5,3,1920.0
2270,2,60,2,1,6,3,1,1,1,2,3,3,4133.33349609375
2271,1,64,2,1,6,1,1,1,1,2,3,3,4133.33349609375
2272,1,69,4,1,2,3,1,1,1,2,4,3,4075.0
2273,1,65,2,1,2,1,1,1,2,2,5,3,1038.0
2274,2,62,2,1,2,3,2,1,2,2,5,3,1038.0
2275,2,81,3,2,3,3,1,2,1,2,1,1,1680.0
2276,2,65,5,2,4,3,1,1,1,2,2,3,1700.0
2277,1,60,2,1,2,1,2,1,2,2,4,3,575.0
2278,1,60,3,1,2,1,2,1,2,2,5,3,1704.0
2279,1,78,4,1,2,3,1,1,1,2,2,3,4350.0
2280,1,82,4,5,1,3,1,2,1,2,1,1,3200.0
2281,2,62,2,1,6,3,1,1,2,2,3,3,2333.333251953125
2282,1,75,2,3,1,3,2,1,1,2,3,3,1578.3333740234375
2283,2,66,2,3,2,3,1,1,1,2,3,3,1578.3333740234375
2284,2,70,4,3,4,3,1,2,1,2,2,3,2500.0
2285,2,70,5,2,4,3,2,2,1,2,1,1,1700.0
2286,1,75,2,3,2,3,2,2,1,2,2,2,1425.0
2287,2,73,2,1,2,3,2,2,1,2,2,2,1425.0
2288,1,73,2,3,3,3,1,2,1,2,3,3,2100.0
2289,2,72,2,3,2,3,1,2,1,2,3,3,2100.0
2290,2,60,2,4,3,1,1,1,2,2,4,3,1200.0
2291,2,60,4,3,2,3,1,1,1,2,12,3,2829.166748046875
2292,1,69,5,1,2,3,1,1,1,2,2,2,2200.0
2293,2,79,4,1,2,3,1,2,1,2,1,1,2250.0
2294,1,80,4,1,2,3,1,2,1,2,1,1,3300.0
2295,2,76,4,3,6,3,1,2,1,2,1,1,2500.0
2296,1,62,2,2,4,1,2,1,2,2,4,3,4082.5
2297,1,73,2,1,1,3,1,2,1,2,3,3,563.3333129882812
2298,2,70,2,1,1,3,1,2,1,2,3,3,563.3333129882812
2299,2,63,2,2,2,1,1,1,1,2,2,2,7270.0
2300,1,64,2,1,2,1,2,1,1,2,2,2,7270.0
2301,1,60,1,1,2,1,2,1,2,2,4,3,1475.0
2302,2,67,4,1,2,3,1,1,1,2,3,3,2350.0
2303,2,75,4,2,2,3,1,2,1,2,2,2,2400.0
2304,1,80,2,1,2,3,1,1,1,2,13,3,1370.769287109375
2305,2,67,2,1,2,3,1,1,1,2,13,3,1370.769287109375
2306,2,74,2,1,6,3,1,2,1,2,2,2,3700.0
2307,1,72,2,1,6,3,1,2,1,2,2,2,3700.0
2308,1,72,2,1,2,3,2,1,1,2,3,3,1816.6666259765625
2309,2,68,4,3,6,3,2,2,1,2,1,1,3600.0
2310,2,69,2,1,2,3,1,1,1,2,3,3,1816.6666259765625
2311,1,61,2,3,2,1,2,1,2,2,3,3,1433.3333740234375
2312,2,64,2,1,5,1,1,1,1,2,3,3,2500.0
2313,1,72,5,1,5,1,2,1,2,2,1,1,5000.0
2314,2,84,2,2,6,3,2,2,1,2,2,2,3675.0
2315,2,63,2,5,2,1,2,1,2,2,1,1,7700.0
2316,1,76,2,3,4,3,1,2,1,2,2,2,2800.0
2317,2,77,2,2,4,3,1,2,1,2,2,2,2800.0
2318,1,66,5,1,4,3,1,2,1,2,1,1,3300.0
2319,1,69,3,1,2,3,2,2,1,2,1,1,1600.0
2320,1,71,1,1,4,3,2,2,1,2,2,2,1900.0
2321,2,65,1,5,6,3,1,2,1,2,2,2,1900.0
2322,1,61,3,1,6,1,2,1,1,2,1,1,21000.0
2323,2,83,4,1,4,3,1,2,1,2,1,1,6000.0
2324,1,61,2,1,4,1,2,1,2,2,6,3,5016.66650390625
2325,2,68,2,1,4,3,1,2,1,2,2,2,2550.0
2326,1,77,2,1,2,3,2,2,1,2,2,2,2550.0
2327,2,79,4,2,1,3,1,2,1,2,2,3,1700.0
2328,2,70,4,1,2,3,1,1,1,2,6,3,793.3333129882812
2329,1,64,5,1,2,3,2,2,2,2,1,1,1100.0
2330,2,81,4,1,1,3,1,1,1,2,4,3,2000.0
2331,2,62,4,3,3,3,1,2,1,2,1,1,1400.0
2332,2,79,4,2,2,3,1,2,1,2,1,1,3200.0
2333,1,62,2,1,2,1,1,1,2,2,3,3,2333.333251953125
2334,2,68,2,1,2,3,1,1,2,2,3,3,2333.333251953125
2335,2,63,5,1,3,1,1,1,1,2,1,1,4136.0
2336,1,65,3,1,4,1,2,1,1,2,1,1,8200.0
2337,2,67,5,1,6,1,2,1,1,2,2,2,12750.0
2338,2,60,5,2,6,3,1,1,1,2,2,2,12750.0
2339,2,69,5,1,2,3,1,1,1,2,2,3,1190.0
2340,2,73,2,1,1,3,2,2,1,2,2,2,4350.0
2341,1,77,2,2,3,3,2,2,1,2,2,2,4350.0
2342,1,63,2,1,2,1,2,1,1,2,2,2,3420.0
2343,2,60,2,1,4,3,2,1,1,2,2,2,3420.0
2344,1,86,4,1,4,3,1,1,1,2,4,3,4025.0
2345,2,72,2,1,2,3,1,1,1,2,3,3,2133.333251953125
2346,1,70,2,1,4,3,1,1,1,2,3,3,2133.333251953125
2347,1,79,2,1,1,1,1,2,1,2,2,2,2700.0
2348,2,74,2,1,1,3,1,2,1,2,2,2,2700.0
2349,2,67,2,1,3,3,1,2,1,2,2,2,2400.0
2350,1,71,2,2,2,3,1,2,1,2,2,2,2400.0
2351,1,71,2,1,2,3,2,2,1,2,9,3,588.888916015625
2352,1,75,5,1,2,3,1,1,1,2,3,3,2466.666748046875
2353,2,72,4,1,3,3,1,1,1,2,3,3,2466.666748046875
2354,1,84,2,2,2,3,1,1,1,2,4,3,3635.0
2355,2,63,2,1,6,1,2,1,2,2,3,3,5333.33349609375
2356,1,64,2,1,6,1,1,1,2,2,3,3,5333.33349609375
2357,2,79,4,2,1,3,2,1,1,2,3,3,3150.0
2358,2,62,2,2,1,1,1,1,2,2,3,3,2166.666748046875
2359,1,62,2,2,2,1,1,1,2,2,3,3,2166.666748046875
2360,2,85,4,1,1,3,1,2,1,2,1,1,1650.0
2361,2,71,2,2,2,3,1,1,1,2,6,3,1066.6666259765623
2362,1,69,2,3,2,3,1,1,1,2,6,3,1066.6666259765623
2363,2,77,1,3,1,3,1,2,1,2,2,2,1590.0
2364,1,76,2,3,4,3,1,2,1,2,2,2,2000.0
2365,2,78,2,3,2,3,1,2,1,2,2,2,2000.0
2366,2,62,3,3,6,3,1,2,1,2,1,1,4200.0
2367,2,66,3,1,2,3,1,2,1,2,1,1,1800.0
2368,2,85,4,2,4,3,1,2,1,2,1,1,5000.0
2369,2,82,4,1,2,3,1,2,1,2,1,1,5000.0
2370,2,61,5,1,5,1,2,1,2,2,1,1,3600.0
2371,1,63,2,2,6,1,1,1,1,2,2,2,777.0
2372,2,62,2,2,4,3,2,1,1,2,2,2,777.0
2373,1,61,2,1,2,1,2,1,1,2,3,3,1933.3333740234373
2374,1,65,2,2,1,1,1,1,1,2,2,2,1232.5
2375,2,70,2,2,1,3,2,1,1,2,2,2,1232.5
2376,2,70,2,3,1,3,1,2,1,2,2,2,2800.0
2377,1,61,2,1,2,3,1,2,1,2,2,2,2800.0
2378,2,63,3,3,4,1,2,1,1,2,1,1,5000.0
2379,1,62,2,3,7,1,2,1,1,2,3,3,1400.0
2380,2,74,2,1,2,3,1,1,1,2,3,3,1400.0
2381,2,72,4,1,2,3,2,1,1,2,5,3,3080.0
2382,1,65,2,1,2,3,2,1,1,2,4,3,1175.0
2383,1,63,2,2,4,0,1,1,2,2,3,3,166.6666717529297
2384,2,60,5,1,6,1,1,1,2,2,2,3,3500.0
2385,2,82,5,1,6,3,2,2,1,2,1,1,8100.0
2386,2,82,4,1,2,3,2,2,1,2,1,1,4000.0
2387,2,81,4,1,4,3,1,2,1,2,1,1,15000.0
2388,2,60,3,1,6,1,1,1,2,2,1,1,5000.0
2389,2,86,4,3,1,3,1,2,1,2,1,1,2700.0
2390,2,87,4,1,5,3,2,2,1,2,1,1,10000.0
2391,2,66,2,1,4,3,2,1,1,2,3,3,2400.0
2392,1,70,2,1,6,1,1,1,1,2,3,3,2400.0
2393,1,71,5,1,2,3,1,2,1,2,1,1,1500.0
2394,1,70,2,1,3,3,1,2,1,2,2,2,3400.0
2395,2,68,2,2,2,3,1,2,1,2,2,2,3400.0
2396,2,62,4,1,2,3,1,2,2,2,1,1,1500.0
2397,2,61,2,1,3,1,2,1,2,2,1,1,2800.0
2398,2,75,4,1,2,3,1,2,1,2,1,1,8900.0
2399,1,61,5,1,2,3,1,1,1,2,6,3,1066.6666259765623
2400,2,75,4,1,4,3,1,1,1,2,2,3,6590.0
2401,2,83,4,5,2,3,1,1,1,2,4,3,1925.0
2402,2,71,2,2,1,3,1,2,1,2,2,2,1850.0
2403,2,89,5,5,2,3,1,1,1,2,4,3,1925.0
2404,2,61,4,1,3,3,2,1,1,2,2,3,3000.0
2405,1,82,2,1,2,3,1,2,1,2,2,2,1850.0
2406,1,87,5,5,2,3,1,1,1,2,4,3,1925.0
2407,1,62,3,1,3,1,2,1,2,2,8,3,137.5
2408,1,64,1,2,2,3,2,1,1,2,2,3,8750.0
